CODE_UAI,CODE_NATURE,NOM_ETABLISSEMENT,ANNEE_SCOLAIRE,MULTI_RYTHME,LUNDI_MATIN_DEBUT,LUNDI_MATIN_FIN,LUNDI_APRES_MIDI_DEBUT,LUNDI_APRES_MIDI_FIN,MARDI_MATIN_DEBUT,MARDI_MATIN_FIN,MARDI_APRES_MIDI_DEBUT,MARDI_APRES_MIDI_FIN,MERCREDI_MATIN_DEBUT,MERCREDI_MATIN_FIN,JEUDI_MATIN_DEBUT,JEUDI_MATIN_FIN,JEUDI_APRES_MIDI_DEBUT,JEUDI_APRES_MIDI_FIN,VENDREDI_MATIN_DEBUT,VENDREDI_MATIN_FIN,VENDREDI_APRES_MIDI_DEBUT,VENDREDI_APRES_MIDI_FIN,SAMEDI_MATIN_DEBUT,SAMEDI_MATIN_FIN,code_commune,COMMUNE,ACADEMIE,DEPARTEMENT,libelle_region,code_region,CODE_DEPARTEMENT,latitude,longitude,position
0251689A,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE CHENES,2025-2026,N,08:30,11:55,13:40,16:15,08:30,11:55,13:40,16:15,,,08:30,11:55,13:40,16:15,08:30,11:55,13:40,16:15,,,25547,Sochaux,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.51715887,6.839100602,"47.51715886789894, 6.839100601995928"
0251694F,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE ZAY JEAN,2020-2021,N,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.26308921378109,6.043480393101827,"47.26308921378109, 6.043480393101827"
0251694F,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE ZAY JEAN,2025-2026,N,08:20,11:50,13:50,16:20,08:20,11:50,13:50,16:20,,,08:20,11:50,13:50,16:20,08:20,11:50,13:50,16:20,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.26308921,6.043480393,"47.26308921378109, 6.043480393101827"
0251699L,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25254,Les Fourgs,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.83508568732594,6.399699346830047,"46.83508568732594, 6.399699346830047"
0251700M,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25364,Mamirolle,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.198135065057315,6.155810056195453,"47.198135065057315, 6.155810056195453"
0251700M,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE GILBERT BRENET,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25364,Mamirolle,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.19813507,6.155810056,"47.198135065057315, 6.155810056195453"
0251702P,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE BUTTE,2025-2026,N,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.2369661,6.007309753,"47.236966096319215, 6.007309753165116"
0251704S,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE SAINT CLAUDE,2020-2021,N,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.2563238340832,6.016020413979536,"47.2563238340832, 6.016020413979536"
0251718G,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE CLAIRE RADREAU,2025-2026,N,08:15,11:25,13:25,16:15,08:15,11:25,13:25,16:15,,,08:15,11:25,13:25,16:15,08:15,11:25,13:25,16:15,,,25048,Bavans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.48564964,6.73260946,"47.485649642861226, 6.732609460361828"
0251721K,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE DENISE ARNOUX,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,25147,Chemaudin et Vaux,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.22338392490707,5.896099602016753,"47.22338392490707, 5.896099602016753"
0251741G,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE LA COMBOTTE,2020-2021,N,08:30,12:00,13:30,16:00,08:30,12:00,13:30,16:00,,,08:30,12:00,13:30,16:00,08:30,12:00,13:30,16:00,,,25196,Dasle,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.48343644339903,6.905830264143181,"47.48343644339903, 6.905830264143181"
0251741G,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE LA COMBOTTE,2020-2021,N,08:30,12:00,13:30,16:00,08:30,12:00,13:30,16:00,,,08:30,12:00,13:30,16:00,08:30,12:00,13:30,16:00,,,25196,Dasle,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.48343644339903,6.905830264143181,"47.48343644339903, 6.905830264143181"
0251743J,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE HUGO VICTOR,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25388,Montbéliard,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.518658907837626,6.787919999245596,"47.518658907837626, 6.787919999245596"
0251753V,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE JEAN MACE,2025-2026,N,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.25188436,6.05803056,"47.25188435882216, 6.058030560345334"
0251757Z,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE NELSON MANDELA,2025-2026,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25057,Bethoncourt,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.53321274,6.806620493,"47.53321274349681, 6.8066204930472125"
0251758A,ELEMENTAIRE,ECOLE ELEMENTAIRE JACQUES PREVERT,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25190,Dampierre-les-Bois,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.50780824337668,6.913539370940676,"47.50780824337668, 6.913539370940676"
0251758A,ELEMENTAIRE,ECOLE ELEMENTAIRE JACQUES PREVERT,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25190,Dampierre-les-Bois,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.50780824,6.913539371,"47.50780824337668, 6.913539370940676"
0251760C,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,O,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,25632,Voujeaucourt,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.47380368,6.772519324,"47.47380367939843, 6.772519323814392"
0251819S,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25597,Vellevans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.31099422702016,6.496438415168577,"47.31099422702016, 6.496438415168577"
0251838M,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25035,Les Auxons,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.300697179357854,5.9589496770541945,"47.300697179357854, 5.9589496770541945"
0251840P,MATERNELLE,ECOLE MATERNELLE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25275,Glère,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.34499679279685,6.993339724030122,"47.34499679279685, 6.993339724030122"
0251840P,MATERNELLE,ECOLE PRIMAIRE,2025-2026,N,08:20,11:20,13:30,16:30,08:20,11:20,13:30,16:30,,,08:20,11:20,13:30,16:30,08:20,11:20,13:30,16:30,,,25275,Glère,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.34499679,6.993339724,"47.34499679279685, 6.993339724030122"
0251843T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:20,16:20,08:30,11:30,13:20,16:20,,,08:30,11:30,13:20,16:20,08:30,11:30,13:20,16:20,,,25591,Vaufrey,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.34786494,6.925530163,"47.34786494208924, 6.925530162628317"
0251876D,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE GROUPE SCOLAIRE COURBET,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25434,Ornans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.10447774207779,6.146750112146347,"47.10447774207779, 6.146750112146347"
0251876D,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE GROUPE SCOLAIRE COURBET,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25434,Ornans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.10500438,6.146138204,"47.10500437795207, 6.146138204297981"
0251877E,MATERNELLE,ECOLE MATERNELLE PUBLIQUE GROUPE SCOLAIRE COURBET,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25434,Ornans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.10463413146517,6.1464003067459005,"47.10463413146517, 6.1464003067459005"
0251881J,MATERNELLE,ECOLE MATERNELLE PUBLIQUE BERT PAUL,2020-2021,N,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.25348218768126,6.028190471162296,"47.25348218768126, 6.028190471162296"
0700257Z,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70163,Colombier,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.66409023220841,6.2096199073279115,"47.66409023220841, 6.2096199073279115"
0700259B,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70165,Combeaufontaine,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.708010933046644,5.887840202362142,"47.708010933046644, 5.887840202362142"
0700283C,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70184,Couthenans,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.58903869,6.727788103,"47.58903868992529, 6.727788102955196"
0700285E,ELEMENTAIRE,ECOLE PRIMAIRE DU CENTRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70498,Ternuay-Melay-et-Saint-Hilaire,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.785900445306666,6.633129395482901,"47.785900445306666, 6.633129395482901"
0700316N,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70529,Velet,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.42752935922061,5.566659927441468,"47.42752935922061, 5.566659927441468"
0700367U,ELEMENTAIRE,ECOLE PRIMAIRE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70215,Errevet,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.68626741,6.777875544,"47.68626741318078, 6.77787554387499"
0700378F,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,70226,Fallon,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.50711089656015,6.482449812211835,"47.50711089656015, 6.482449812211835"
0700391V,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2025-2026,N,08:40,11:40,13:30,16:30,08:40,11:40,13:30,16:30,,,08:40,11:40,13:30,16:30,08:40,11:40,13:30,16:30,,,70236,Fleurey-lès-Faverney,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.74619284,6.083056462,"47.746192840366554, 6.0830564618111715"
0700414V,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70250,Franchevelle,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.73980839,6.457528848,"47.73980839374548, 6.457528847526638"
0700427J,MATERNELLE,POLE EDUCATIF,2020-2021,N,08:45,12:00,13:30,16:15,08:45,12:00,13:30,16:15,,,08:45,12:00,13:30,16:15,08:45,12:00,13:30,16:15,,,70257,Fretigney-et-Velloreille,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.48962518047549,5.9470003127763835,"47.48962518047549, 5.9470003127763835"
0700436U,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE DU VILLAGE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70261,Frotey-lès-Vesoul,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.62065184,6.182406599,"47.62065183582971, 6.182406599279714"
0700450J,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70275,Grandvelle-et-le-Perrenot,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.508441042443344,5.996109521987397,"47.508441042443344, 5.996109521987397"
0700460V,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70280,Gray-la-Ville,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.440589207061535,5.573539942011851,"47.440589207061535, 5.573539942011851"
0700470F,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE GRP SCOLAIRE A. BOREY,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70285,Héricourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.57742559,6.763062132,"47.57742558825272, 6.763062132179242"
0700474K,MATERNELLE,ECOLE MATERNELLE PUBLIQUE GABRIELLE PARIS,2020-2021,N,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,70285,Héricourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.57139791866863,6.75512044505597,"47.57139791866863, 6.75512044505597"
0700492E,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70299,Lavoncourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.62435587,5.781833576,"47.624355869605075, 5.781833575918859"
0700502R,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:15,16:15,08:30,11:30,13:15,16:15,,,08:30,11:30,13:15,16:15,08:30,11:30,13:15,16:15,,,70308,La Longine,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.882875830377486,6.5909897694888695,"47.882875830377486, 6.5909897694888695"
0700510Z,MATERNELLE,ECOLE MATERNELLE PUBLIQUE LA POLOGNE,2020-2021,N,08:35,11:35,13:15,16:15,08:35,11:35,13:15,16:15,,,08:35,11:35,13:15,16:15,08:35,11:35,13:15,16:15,,,70310,Lure,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.67927245673661,6.498750455207467,"47.67927245673661, 6.498750455207467"
0700528U,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70315,Magnoncourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.893208896929316,6.283880163759445,"47.893208896929316, 6.283880163759445"
0700537D,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70373,La Roche-Morey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.70880070351047,5.743460027672768,"47.70880070351047, 5.743460027672768"
0700537D,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70373,La Roche-Morey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.7088007,5.743460028,"47.70880070351047, 5.743460027672768"
0700553W,MATERNELLE,POLE EDUCATIF L'ECOLE DES CHAMPS,2025-2026,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,70390,Noroy-le-Bourg,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.61347147,6.306990281,"47.61347147104056, 6.306990280841922"
0700585F,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:25,11:55,13:40,16:10,08:25,11:55,13:40,16:10,,,08:25,11:55,13:40,16:10,08:25,11:55,13:40,16:10,,,70322,Mailleroncourt-Charette,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.72630434851778,6.260290012154157,"47.72630434851778, 6.260290012154157"
0700585F,ELEMENTAIRE,ECOLE PRIMAIRE,2025-2026,N,08:25,11:55,13:40,16:10,08:25,11:55,13:40,16:10,,,08:25,11:55,13:40,16:10,08:25,11:55,13:40,16:10,,,70322,Mailleroncourt-Charette,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.72659128,6.260240825,"47.72659128055506, 6.260240825478011"
0700587H,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70324,Mailley-et-Chazelot,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.53735323520599,6.052100473202214,"47.53735323520599, 6.052100473202214"
0700612K,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70344,Meurcourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.77254404,6.231990436,"47.772544044882444, 6.23199043565809"
0700615N,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70348,Moffans-et-Vacheresse,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.629817589898046,6.550210521428722,"47.629817589898046, 6.550210521428722"
0700618S,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70351,Mollans,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.64900688,6.37077677,"47.64900688350144, 6.370776769554912"
0700620U,ELEMENTAIRE,POLE EDUCATIF POLE EDUCATIF DES VALLONS FLEURIS,2025-2026,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70353,Montagney,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.2860443,5.65846913,"47.28604430334912, 5.658469129881151"
0700630E,MATERNELLE,ECOLE PRIMAIRE,2020-2021,N,08:45,12:00,14:00,16:45,08:45,12:00,14:00,16:45,,,08:45,12:00,14:00,16:45,08:45,12:00,14:00,16:45,,,70363,Montigny-lès-Vesoul,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.63797214627089,6.073589355508069,"47.63797214627089, 6.073589355508069"
0700630E,MATERNELLE,ECOLE PRIMAIRE,2025-2026,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70363,Montigny-lès-Vesoul,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.63807736,6.073424824,"47.63807736424226, 6.07342482433837"
0700642T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:20,11:35,13:30,16:15,08:20,11:35,13:30,16:15,,,08:20,11:35,13:30,16:15,08:20,11:35,13:30,16:15,,,70425,La Proiselière-et-Langle,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.82762468237903,6.49861932909449,"47.82762468237903, 6.49861932909449"
0700646X,ELEMENTAIRE,ECOLE PRIMAIRE,2025-2026,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70428,Pusey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.65107943,6.124645584,"47.65107942902282, 6.1246455840673555"
0700651C,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,70433,Quincey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.61063946,6.187802909,"47.61063946402315, 6.187802908622886"
0700659L,ELEMENTAIRE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70441,Recologne-lès-Rioz,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.473470948477065,5.987509804823639,"47.473470948477065, 5.987509804823639"
0700659L,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70441,Recologne-lès-Rioz,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.473470948477065,5.987509804823639,"47.473470948477065, 5.987509804823639"
0700663R,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70446,Rigny,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.47210469455548,5.6308101428511605,"47.47210469455548, 5.6308101428511605"
0700672A,MATERNELLE,ECOLE MATERNELLE PUBLIQUE GROUPE SCOLAIRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70451,Ronchamp,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.69759593006776,6.637940069080066,"47.69759593006776, 6.637940069080066"
0700673B,MATERNELLE,ECOLE MATERNELLE PUBLIQUE HAMEAU DE LA HOUILLERE,2020-2021,N,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,70451,Ronchamp,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.707822742975374,6.653420203750645,"47.707822742975374, 6.653420203750645"
0700702H,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,70472,Saint-Rémy-en-Comté,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.83427966115209,6.0943671756090705,"47.83427966115209, 6.0943671756090705"
0700708P,MATERNELLE,POLE EDUCATIF,2020-2021,N,08:30,11:50,13:30,16:10,08:30,11:50,13:30,16:10,,,08:30,11:50,13:30,16:10,08:30,11:50,13:30,16:10,,,70477,Saulnot,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.562401344866565,6.635279506589976,"47.562401344866565, 6.635279506589976"
0700708P,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:50,13:30,16:10,08:30,11:50,13:30,16:10,,,08:30,11:50,13:30,16:10,08:30,11:50,13:30,16:10,,,70477,Saulnot,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.56251547,6.635260649,"47.56251546989047, 6.63526064891534"
0700723F,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE DU CENTRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70489,Servance-Miellin,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.81522334997786,6.683450251194397,"47.81522334997786, 6.683450251194397"
